record_id,score_af,predicted_af
A0001,0.005520092813,0
A0002,0.0001487821124,0
A0003,0.9966069042,1
A0004,0.9975533178,1
A0005,0.003583735134,0
A0006,0.01886428726,0
A0007,0.9480932842,1
A0008,0.0005522967448,0
A0009,0.9900183615,1
A0010,0.0003569411564,0
A0011,0.1710952275,0
A0012,0.0001761261126,0
A0013,8.339550118e-05,0
A0014,0.0008288272726,0
A0015,0.01242046147,0
A0016,0.0002851371429,0
A0017,0.9812744378,1
A0018,0.004773273026,0
A0019,0.9938750831,1
A0020,0.0002626931321,0
A0021,0.0004914540005,0
A0022,0.3256150149,0
A0023,0.9853399204,1
A0024,0.01124646753,0
A0025,0.002206269331,0
A0026,0.05085842873,0
A0027,0.001191838346,0
A0028,9.571368069e-05,0
A0029,0.000655612928,0
A0030,3.993204023e-05,0
A0031,0.0003351942218,0
A0032,5.531336461e-05,0
A0033,0.00112374419,0
A0034,0.001310237013,0
A0035,0.0005158434763,0
A0036,0.001443465001,0
A0037,0.0001138766588,0
A0038,2.428431435e-05,0
A0039,0.0002939244773,0
A0040,0.01587164189,0
A0041,0.0001078308793,0
A0042,0.00377072551,0
A0043,0.004569684555,0
A0044,0.0002249777902,0
A0045,0.006795761498,0
A0046,0.000230604714,0
A0047,0.1380897386,0
A0048,5.141385785e-05,0
A0049,0.0001925307988,0
A0050,0.000676787952,0
A0051,0.0001018709373,0
A0052,0.000297126463,0
A0053,0.02644815879,0
A0054,4.529076896e-05,0
A0055,0.0003993696894,0
A0056,2.462463917e-05,0
A0057,0.002080847141,0
A0058,0.01131373969,0
A0059,7.816468255e-05,0
A0060,3.719737882e-05,0
A0061,0.9866066045,1
A0062,0.02911273959,0
A0063,0.0001708266664,0
A0064,0.9988171589,1
A0065,0.9989265554,1
A0066,0.001888489565,0
A0067,0.002572726107,0
A0068,0.03521761211,0
A0069,0.04212056758,0
A0070,0.001988249978,0
A0071,0.01886543412,0
A0072,0.0002407124708,0
A0073,0.001871764548,0
A0074,0.0001901280358,0
A0075,0.0001970924446,0
A0076,6.920571921e-05,0
A0077,0.0001912836844,0
A0078,0.0652942643,0
A0079,0.9895493174,1
A0080,0.002102751367,0
A0081,0.01886033402,0
A0082,0.008453075868,0
A0083,0.002562671354,0
A0084,0.0004251181063,0
A0085,0.0003008001537,0
A0086,0.9977714281,1
A0087,0.0001189446603,0
A0088,0.001804198995,0
A0089,4.016764046e-05,0
A0090,2.102143811e-05,0
A0091,0.001145761543,0
A0092,0.003843524571,0
A0093,0.003728449176,0
A0094,9.920275228e-05,0
A0095,0.00229929592,0
A0096,0.000458079389,0
A0097,0.1285035437,0
A0098,0.0001531823735,0
A0099,0.004307299057,0
A0100,8.942825811e-05,0
A0101,0.629025339,0
A0102,0.0002632705834,0
A0103,7.250168962e-05,0
A0104,6.69514946e-05,0
A0105,0.007291406892,0
A0106,0.0001630010964,0
A0107,0.0001168653417,0
A0108,0.03326920341,0
A0109,0.9146045057,1
A0110,4.875279971e-05,0
A0111,0.0001047700782,0
A0112,0.8720828479,1
A0113,0.02891535958,0
A0114,0.01064485731,0
A0115,0.007400668429,0
A0116,0.0001808266717,0
A0117,0.9875631561,1
A0118,4.503665372e-05,0
A0119,0.0005304640577,0
A0120,0.0001246937862,0
A0121,0.8566465435,1
A0122,0.9694774767,1
A0123,0.0008536125331,0
A0124,0.06920065242,0
A0125,0.0001416456822,0
A0126,0.9913107584,1
A0127,0.000861379811,0
A0128,4.461058207e-05,0
A0129,0.2820650235,0
A0130,0.00327635076,0
A0131,0.0001122395172,0
A0132,0.0001090518521,0
A0133,0.0002627843465,0
A0134,0.0003308402138,0
A0135,7.768445438e-05,0
A0136,4.684352357e-05,0
A0137,3.998117826e-05,0
A0138,0.003042468531,0
A0139,6.688563081e-05,0
A0140,0.0001020008293,0
A0141,0.0001836862419,0
A0142,0.0001347060596,0
A0143,0.002427853667,0
A0144,0.008739028541,0
A0145,0.4440231007,0
A0146,0.7902494004,0
A0147,2.641004329e-05,0
A0148,0.0008532616142,0
A0149,0.002919449544,0
A0150,0.9970497261,1
A0151,0.00111129633,0
A0152,0.0007742846801,0
A0153,0.9978859186,1
A0154,0.0001787059044,0
A0155,0.001504033241,0
A0156,0.0006797059056,0
A0157,0.0007925421258,0
A0158,0.01240451075,0
A0159,0.0002993925876,0
A0160,0.0008144247228,0
A0161,0.6978294394,0
A0162,0.0002037297696,0
A0163,0.0002953727755,0
A0164,2.24879461e-05,0
A0165,7.761012571e-05,0
A0166,2.701792133e-05,0
A0167,0.3674655424,0
A0168,9.276485518e-05,0
A0169,3.137255822e-05,0
A0170,0.00140554017,0
A0171,0.003473555972,0
A0172,0.0002075321834,0
A0173,0.0005353876194,0
A0174,0.0004491553564,0
A0175,6.234196086e-05,0
A0176,8.69245021e-05,0
A0177,0.000168616833,0
A0178,0.0006065251179,0
A0179,0.0001176735608,0
A0180,0.0002845927246,0
A0181,0.000350080373,0
A0182,0.1170642826,0
A0183,0.08896135912,0
A0184,0.9542375897,1
A0185,0.0001741368731,0
A0186,0.997030679,1
A0187,6.497500632e-05,0
A0188,0.06183753852,0
A0189,0.0003578895727,0
A0190,0.004143614837,0
A0191,0.0001142635962,0
A0192,0.001269504289,0
A0193,0.0002032079655,0
A0194,0.178899718,0
A0195,0.0003230741446,0
A0196,2.506856216e-05,0
A0197,0.0001769177619,0
A0198,0.5012810702,0
A0199,0.000122525343,0
A0200,0.001050637317,0
A0201,0.0004629607498,0
A0202,0.09257582594,0
A0203,0.9963593175,1
A0204,0.05619276273,0
A0205,0.9214314855,1
A0206,0.005372600646,0
A0207,0.869300368,1
A0208,0.0001131494539,0
A0209,0.0009026486704,0
A0210,2.66760105e-05,0
A0211,0.0002772516913,0
A0212,4.376571445e-05,0
A0213,0.998772331,1
A0214,0.4622417338,0
A0215,0.0008248257294,0
A0216,0.002228043753,0
A0217,0.9778016088,1
A0218,0.03096446417,0
A0219,0.0001860576232,0
A0220,0.9971148646,1
A0221,0.0008307263089,0
A0222,0.2460278134,0
A0223,9.183549086e-05,0
A0224,0.005486075505,0
A0225,0.03863182882,0
A0226,0.001024830798,0
A0227,0.00400013688,0
A0228,0.001750880383,0
A0229,0.0008152028853,0
A0230,0.005555344103,0
A0231,0.9982524191,1
A0232,5.366023396e-05,0
A0233,0.0006656489645,0
A0234,0.0003294187001,0
A0235,0.0046421186,0
A0236,0.0001745661909,0
A0237,0.1000260027,0
A0238,0.0006945133152,0
A0239,0.0002169122962,0
A0240,0.0002751475192,0
A0241,9.098355104e-05,0
A0242,5.204174534e-05,0
A0243,0.0002336212874,0
A0244,0.002991102904,0
A0245,0.004224824201,0
A0246,0.007274873395,0
A0247,0.9758796812,1
A0248,0.0009832465774,0
A0249,0.0003015601274,0
A0250,0.002105412264,0
A0251,0.01155185445,0
A0252,0.1125345055,0
A0253,0.001241410662,0
A0254,0.0001669188278,0
A0255,0.001599648745,0
A0256,0.0009663362895,0
A0257,0.9695818388,1
A0258,0.0003500689034,0
A0259,0.002216349519,0
A0260,0.9994602789,1
A0261,0.006484394863,0
A0262,0.0006579601113,0
A0263,0.001468747475,0
A0264,7.675004459e-05,0
A0265,0.001977135326,0
A0266,6.296978963e-05,0
A0267,0.9879668606,1
A0268,0.01068205177,0
A0269,0.02080255894,0
A0270,0.007560181181,0
A0271,0.9648980178,1
A0272,0.9076905174,1
A0273,0.0002302829849,0
A0274,0.8731579885,1
A0275,0.09172204461,0
A0276,0.9810914478,1
A0277,0.01029587039,0
A0278,0.001323743593,0
A0279,0.9939540686,1
A0280,0.1708114414,0
A0281,0.0001079003856,0
A0282,0.0004583239685,0
A0283,0.001598350077,0
A0284,0.01325589801,0
A0285,9.230608307e-05,0
A0286,0.0001877797033,0
A0287,0.03639168068,0
A0288,3.971478723e-05,0
A0289,0.6272830308,0
A0290,0.9942571493,1
A0291,0.0006148697062,0
A0292,0.0001634447333,0
A0293,0.0001456721475,0
A0294,6.60264166e-05,0
A0295,2.367150153e-05,0
A0296,0.0001672932259,0
A0297,8.588483437e-05,0
A0298,0.001887554305,0
A0299,0.0003960985171,0
A0300,0.08473177466,0
A0301,0.0001965562633,0
A0302,0.0006135612185,0
A0303,9.429774112e-05,0
A0304,0.008717087946,0
A0305,0.006772152324,0
A0306,0.9596799302,1
A0307,7.471138571e-05,0
A0308,0.02212626354,0
A0309,8.213515074e-05,0
A0310,0.02318489537,0
A0311,0.0006541625585,0
A0312,0.0003883696902,0
A0313,0.001807280193,0
